name,city_code,province_code,region_code,psgc
"Adams (Pob.)",012801,0128,01,012801001
Bani,012802,0128,01,012802001
Buyon,012802,0128,01,012802002
Cabaruan,012802,0128,01,012802003
Cabulalaan,012802,0128,01,012802004
Cabusligan,012802,0128,01,012802005
Cadaratan,012802,0128,01,012802006
Calioet-Libong,012802,0128,01,012802007
Casilian,012802,0128,01,012802008
Corocor,012802,0128,01,012802009
Duripes,012802,0128,01,012802011
Ganagan,012802,0128,01,012802012
Libtong,012802,0128,01,012802013
Macupit,012802,0128,01,012802014
Nambaran,012802,0128,01,012802015
Natba,012802,0128,01,012802016
Paninaan,012802,0128,01,012802017
Pasiocan,012802,0128,01,012802018
Pasngal,012802,0128,01,012802019
Pipias,012802,0128,01,012802020
Pulangi,012802,0128,01,012802021
Pungto,012802,0128,01,012802022
"San Agustin I (Pob.)",012802,0128,01,012802024
"San Agustin II (Pob.)",012802,0128,01,012802025
"San Andres I (Pob.)",012802,0128,01,012802027
"San Andres II (Pob.)",012802,0128,01,012802028
"San Gabriel I (Pob.)",012802,0128,01,012802030
"San Gabriel II (Pob.)",012802,0128,01,012802031
"San Pedro I (Pob.)",012802,0128,01,012802033
"San Pedro II (Pob.)",012802,0128,01,012802034
"San Roque I (Pob.)",012802,0128,01,012802036
"San Roque II (Pob.)",012802,0128,01,012802037
"San Simon I (Pob.)",012802,0128,01,012802039
"San Simon II (Pob.)",012802,0128,01,012802040
"San Vicente (Pob.)",012802,0128,01,012802041
Sangil,012802,0128,01,012802042
"Santa Filomena I (Pob.)",012802,0128,01,012802044
"Santa Filomena II (Pob.)",012802,0128,01,012802045
"Santa Rita (Pob.)",012802,0128,01,012802046
"Santo Cristo I (Pob.)",012802,0128,01,012802047
"Santo Cristo II (Pob.)",012802,0128,01,012802048
Tambidao,012802,0128,01,012802050
Teppang,012802,0128,01,012802051
Tubburan,012802,0128,01,012802052
"Alay-Nangbabaan (Alay 15-B)",012803,0128,01,012803001
Alogoog,012803,0128,01,012803002
Ar-arusip,012803,0128,01,012803003
Aring,012803,0128,01,012803004
Balbaldez,012803,0128,01,012803005
Bato,012803,0128,01,012803006
Camanga,012803,0128,01,012803007
"Canaan (Pob.)",012803,0128,01,012803008
Caraitan,012803,0128,01,012803009
"Gabut Norte",012803,0128,01,012803011
"Gabut Sur",012803,0128,01,012803012
"Garreta (Pob.)",012803,0128,01,012803013
Labut,012803,0128,01,012803016
Lacuben,012803,0128,01,012803017
Lubigan,012803,0128,01,012803018
"Mabusag Norte",012803,0128,01,012803020
"Mabusag Sur",012803,0128,01,012803021
Madupayas,012803,0128,01,012803022
Morong,012803,0128,01,012803023
Nagrebcan,012803,0128,01,012803025
Napu,012803,0128,01,012803026
"La Virgen Milagrosa (Paguetpet)",012803,0128,01,012803027
"Pagsanahan Norte",012803,0128,01,012803028
"Pagsanahan Sur",012803,0128,01,012803029
Paltit,012803,0128,01,012803030
Parang,012803,0128,01,012803031
Pasuc,012803,0128,01,012803032
"Santa Cruz Norte",012803,0128,01,012803034
"Santa Cruz Sur",012803,0128,01,012803035
Saud,012803,0128,01,012803036
Turod,012803,0128,01,012803037
Abaca,012804,0128,01,012804001
Bacsil,012804,0128,01,012804002
Banban,012804,0128,01,012804003
Baruyen,012804,0128,01,012804004
Dadaor,012804,0128,01,012804005
Lanao,012804,0128,01,012804006
Malasin,012804,0128,01,012804007
Manayon,012804,0128,01,012804008
Masikil,012804,0128,01,012804009
Nagbalagan,012804,0128,01,012804010
Payac,012804,0128,01,012804011
"San Lorenzo (Pob.)",012804,0128,01,012804012
Taguiporo,012804,0128,01,012804014
Utol,012804,0128,01,012804015
"Aglipay (Pob.)",012805,0128,01,012805001
Baay,012805,0128,01,012805002
Baligat,012805,0128,01,012805003
Bungon,012805,0128,01,012805004
"Baoa East",012805,0128,01,012805005
"Baoa West",012805,0128,01,012805006
"Barani (Pob.)",012805,0128,01,012805007
"Ben-agan (Pob.)",012805,0128,01,012805009
Bil-loca,012805,0128,01,012805010
Biningan,012805,0128,01,012805011
"Callaguip (Pob.)",012805,0128,01,012805012
Camandingan,012805,0128,01,012805013
Camguidan,012805,0128,01,012805014
"Cangrunaan (Pob.)",012805,0128,01,012805015
Capacuan,012805,0128,01,012805016
"Caunayan (Pob.)",012805,0128,01,012805017
"Valdez Pob. (Caoayan)",012805,0128,01,012805018
Colo,012805,0128,01,012805019
"Pimentel (Cubol)",012805,0128,01,012805020
Dariwdiw,012805,0128,01,012805021
"Acosta Pob. (Iloilo)",012805,0128,01,012805022
"Ablan Pob. (Labucao)",012805,0128,01,012805023
"Lacub (Pob.)",012805,0128,01,012805024
Mabaleng,012805,0128,01,012805025
Magnuang,012805,0128,01,012805026
Maipalig,012805,0128,01,012805027
Nagbacalan,012805,0128,01,012805028
Naguirangan,012805,0128,01,012805029
"Ricarte Pob. (Nalasin)",012805,0128,01,012805030
Palongpong,012805,0128,01,012805031
"Palpalicong (Pob.)",012805,0128,01,012805032
Parangopong,012805,0128,01,012805033
Payao,012805,0128,01,012805034
"Quiling Norte",012805,0128,01,012805035
"Quiling Sur",012805,0128,01,012805036
Quiom,012805,0128,01,012805037
Rayuray,012805,0128,01,012805038
"San Julian (Pob.)",012805,0128,01,012805039
"San Mateo",012805,0128,01,012805040
"San Pedro",012805,0128,01,012805041
"Suabit (Pob.)",012805,0128,01,012805042
Sumader,012805,0128,01,012805043
Tabug,012805,0128,01,012805044
"Ablan Sarat",012806,0128,01,012806001
Agaga,012806,0128,01,012806002
Bayog,012806,0128,01,012806005
Bobon,012806,0128,01,012806006
"Buduan (Malituek)",012806,0128,01,012806007
Nagsurot,012806,0128,01,012806008
Paayas,012806,0128,01,012806009
Pagali,012806,0128,01,012806010
Poblacion,012806,0128,01,012806011
Saoit,012806,0128,01,012806013
Tanap,012806,0128,01,012806014
Angset,012807,0128,01,012807001
"Barbaqueso (Pob.)",012807,0128,01,012807003
Virbira,012807,0128,01,012807004
"Anggapang Norte",012808,0128,01,012808001
"Anggapang Sur",012808,0128,01,012808002
Bimmanga,012808,0128,01,012808003
Cabuusan,012808,0128,01,012808004
Comcomloong,012808,0128,01,012808005
Gaang,012808,0128,01,012808006
Lang-ayan-Baramban,012808,0128,01,012808007
Lioes,012808,0128,01,012808008
"Maglaoi Centro",012808,0128,01,012808009
"Maglaoi Norte",012808,0128,01,012808010
"Maglaoi Sur",012808,0128,01,012808011
Paguludan-Salindeg,012808,0128,01,012808013
Pangil,012808,0128,01,012808014
"Pias Norte",012808,0128,01,012808015
"Pias Sur",012808,0128,01,012808016
"Poblacion I",012808,0128,01,012808017
"Poblacion II",012808,0128,01,012808018
Salugan,012808,0128,01,012808019
"San Simeon",012808,0128,01,012808020
"Santa Cruz",012808,0128,01,012808021
Tapao-Tigue,012808,0128,01,012808022
Torre,012808,0128,01,012808023
Victoria,012808,0128,01,012808024
"Albano (Pob.)",012809,0128,01,012809001
Bacsil,012809,0128,01,012809002
Bagut,012809,0128,01,012809003
"Parado (Bangay)",012809,0128,01,012809004
Baresbes,012809,0128,01,012809005
Barong,012809,0128,01,012809006
Bungcag,012809,0128,01,012809007
Cali,012809,0128,01,012809009
Capasan,012809,0128,01,012809010
"Dancel (Pob.)",012809,0128,01,012809011
Foz,012809,0128,01,012809012
"Guerrero (Pob.)",012809,0128,01,012809013
Lanas,012809,0128,01,012809014
Lumbad,012809,0128,01,012809015
"Madamba (Pob.)",012809,0128,01,012809016
Mandaloque,012809,0128,01,012809017
Medina,012809,0128,01,012809018
"Ver (Naglayaan)",012809,0128,01,012809019
"San Marcelino (Padong)",012809,0128,01,012809020
"Puruganan (Pob.)",012809,0128,01,012809021
"Peralta (Pob.)",012809,0128,01,012809022
"Root (Baldias)",012809,0128,01,012809023
Sagpatan,012809,0128,01,012809024
Saludares,012809,0128,01,012809025
"San Esteban",012809,0128,01,012809026
Espiritu,012809,0128,01,012809027
"Sulquiano (Sidiran)",012809,0128,01,012809028
"San Francisco (Surrate)",012809,0128,01,012809029
Suyo,012809,0128,01,012809030
"San Marcos",012809,0128,01,012809031
Elizabeth,012809,0128,01,012809032
Dumalneg,012810,0128,01,012810001
"San Isidro",012810,0128,01,012810002
Balioeg,012811,0128,01,012811001
Bangsar,012811,0128,01,012811002
Barbarangay,012811,0128,01,012811003
Bomitog,012811,0128,01,012811004
Bugasi,012811,0128,01,012811005
Caestebanan,012811,0128,01,012811006
Caribquib,012811,0128,01,012811008
Catagtaguen,012811,0128,01,012811009
Crispina,012811,0128,01,012811011
"Hilario (Pob.)",012811,0128,01,012811012
Imelda,012811,0128,01,012811013
"Lorenzo (Pob.)",012811,0128,01,012811014
Macayepyep,012811,0128,01,012811015
"Marcos (Pob.)",012811,0128,01,012811016
Nagpatayan,012811,0128,01,012811017
Valdez,012811,0128,01,012811018
Sinamar,012811,0128,01,012811019
Tabtabagan,012811,0128,01,012811020
"Valenciano (Pob.)",012811,0128,01,012811021
Binacag,012811,0128,01,012811022
"Bgy. No. 42, Apaya",012812,0128,01,012812001
"Bgy. No. 36, Araniw",012812,0128,01,012812002
"Bgy. No. 56-A, Bacsil North",012812,0128,01,012812003
"Bgy. No. 56-B, Bacsil South",012812,0128,01,012812004
"Bgy. No. 41, Balacad",012812,0128,01,012812005
"Bgy. No. 40, Balatong",012812,0128,01,012812006
"Bgy. No. 55-A, Barit-Pandan",012812,0128,01,012812007
"Bgy. No. 47, Bengcag",012812,0128,01,012812008
"Bgy. No. 50, Buttong",012812,0128,01,012812009
"Bgy. No. 60-A, Caaoacan",012812,0128,01,012812010
"Bry. No. 48-A, Cabungaan North",012812,0128,01,012812011
"Bgy. No. 48-B, Cabungaan South",012812,0128,01,012812012
"Bgy. No. 37, Calayab",012812,0128,01,012812013
"Bgy. No. 54-B, Camangaan",012812,0128,01,012812014
"Bgy. No. 58, Casili",012812,0128,01,012812015
"Bgy. No. 61, Cataban",012812,0128,01,012812016
"Bgy. No. 43, Cavit",012812,0128,01,012812017
"Bgy. No. 49-A, Darayday",012812,0128,01,012812019
"Bgy. No. 59-B, Dibua North",012812,0128,01,012812020
"Bgy. No. 59-A, Dibua South",012812,0128,01,012812021
"Bgy. No. 34-B, Gabu Norte East",012812,0128,01,012812022
"Bgy. No. 34-A, Gabu Norte West",012812,0128,01,012812023
"Bgy. No. 35, Gabu Sur",012812,0128,01,012812024
"Bgy. No. 32-C La Paz East",012812,0128,01,012812026
"Bgy. No. 33-B, La Paz Proper",012812,0128,01,012812027
"Bgy. No. 32-B, La Paz West",012812,0128,01,012812028
"Bgy. No. 54-A, Lagui-Sail",012812,0128,01,012812029
"Bgy. No. 32-A, La Paz East",012812,0128,01,012812030
"Bgy. No. 33-A, La Paz Proper",012812,0128,01,012812031
"Bgy. No. 52-B, Lataag",012812,0128,01,012812032
"Bgy. No. 60-B, Madiladig",012812,0128,01,012812033
"Bgy. No. 38-A, Mangato East",012812,0128,01,012812034
"Bgy. No. 38-B, Mangato West",012812,0128,01,012812035
"Bgy. No. 62-A, Navotas North",012812,0128,01,012812036
"Bgy. No. 62-B, Navotas South",012812,0128,01,012812037
"Bgy. No. 46, Nalbo",012812,0128,01,012812038
"Bgy. No. 51-A, Nangalisan East",012812,0128,01,012812039
"Bgy. No. 51-B, Nangalisan West",012812,0128,01,012812040
"Bgy. No. 24, Nstra. Sra. De Consolacion (Pob.)",012812,0128,01,012812041
"Bgy. No. 7-A, Nstra. Sra. De Natividad (Pob.)",012812,0128,01,012812042
"Bgy. No. 7-B, Nstra. Sra. De Natividad (Pob.)",012812,0128,01,012812043
"Bgy. No. 27, Nstra. Sra. De Soledad (Pob.)",012812,0128,01,012812044
"Bgy. No. 13, Nstra. Sra. De Visitacion (Pob.)",012812,0128,01,012812045
"Bgy. No. 3, Nstra. Sra. Del Rosario (Pob.)",012812,0128,01,012812046
"Bgy. No. 57, Pila",012812,0128,01,012812047
"Bgy. No. 49-B, Raraburan",012812,0128,01,012812048
"Bgy. No. 53, Rioeng",012812,0128,01,012812049
"Bgy. No. 55-B, Salet-Bulangon",012812,0128,01,012812050
"Bgy. No. 6, San Agustin (Pob.)",012812,0128,01,012812053
"Bgy. No. 22, San Andres (Pob.)",012812,0128,01,012812054
"Bgy. No. 28, San Bernardo (Pob.)",012812,0128,01,012812055
"Bgy. No. 17, San Francisco (Pob.)",012812,0128,01,012812056
"Bgy. No. 4, San Guillermo (Pob.)",012812,0128,01,012812057
"Bgy. No. 15, San Guillermo (Pob.)",012812,0128,01,012812058
"Bgy. No. 12, San Isidro (Pob.)",012812,0128,01,012812059
"Bgy. No. 16, San Jacinto (Pob.)",012812,0128,01,012812060
"Bgy. No. 10, San Jose (Pob.)",012812,0128,01,012812061
"Bgy. No. 1, San Lorenzo (Pob.)",012812,0128,01,012812062
"Bgy. No. 26, San Marcelino (Pob.)",012812,0128,01,012812063
"Bgy. No. 52-A, San Mateo",012812,0128,01,012812064
"Bgy. No. 23, San Matias (Pob.)",012812,0128,01,012812065
"Bgy. No. 20, San Miguel (Pob.)",012812,0128,01,012812066
"Bgy. No. 21, San Pedro (Pob.)",012812,0128,01,012812067
"Bgy. No. 5, San Pedro (Pob.)",012812,0128,01,012812068
"Bry. No. 18, San Quirino (Pob.)",012812,0128,01,012812069
"Bgy. No. 8, San Vicente (Pob.)",012812,0128,01,012812070
"Bgy. No. 9, Santa Angela (Pob.)",012812,0128,01,012812071
"Bgy. No. 11, Santa Balbina (Pob.)",012812,0128,01,012812072
"Bgy. No. 25, Santa Cayetana (Pob.)",012812,0128,01,012812073
"Bgy. No. 2, Santa Joaquina (Pob.)",012812,0128,01,012812074
"Bgy. No. 19, Santa Marcela (Pob.)",012812,0128,01,012812075
"Bgy. No. 30-B, Santa Maria",012812,0128,01,012812076
"Bgy. No. 39, Santa Rosa",012812,0128,01,012812077
"Bgy. No. 14, Santo Tomas (Pob.)",012812,0128,01,012812078
"Bgy. No. 29, Santo Tomas (Pob.)",012812,0128,01,012812079
"Bgy. No. 30-A, Suyo",012812,0128,01,012812080
"Bgy. No. 31, Talingaan",012812,0128,01,012812081
"Bgy. No. 45, Tangid",012812,0128,01,012812082
"Bgy. No. 55-C, Vira",012812,0128,01,012812083
"Bgy. No. 44, Zamboanga",012812,0128,01,012812084
"Pacifico (Agunit)",012813,0128,01,012813001
"Imelda (Capariaan)",012813,0128,01,012813003
"Elizabeth (Culao)",012813,0128,01,012813004
Daquioag,012813,0128,01,012813005
Escoda,012813,0128,01,012813006
Ferdinand,012813,0128,01,012813007
Fortuna,012813,0128,01,012813008
"Lydia (Pob.)",012813,0128,01,012813009
Mabuti,012813,0128,01,012813010
"Valdez (Biding)",012813,0128,01,012813011
"Tabucbuc (Ragas)",012813,0128,01,012813012
Santiago,012813,0128,01,012813013
Cacafean,012813,0128,01,012813014
Acnam,012814,0128,01,012814001
Barangobong,012814,0128,01,012814002
Barikir,012814,0128,01,012814003
Bugayong,012814,0128,01,012814004
Cabittauran,012814,0128,01,012814005
Caray,012814,0128,01,012814006
Garnaden,012814,0128,01,012814007
"Naguillan (Pagpag-ong)",012814,0128,01,012814008
Poblacion,012814,0128,01,012814009
"Santo Niño",012814,0128,01,012814010
Uguis,012814,0128,01,012814011
Aggasi,012815,0128,01,012815001
Baduang,012815,0128,01,012815003
Balaoi,012815,0128,01,012815004
Burayoc,012815,0128,01,012815005
Caunayan,012815,0128,01,012815006
Dampig,012815,0128,01,012815007
Ligaya,012815,0128,01,012815008
Pancian,012815,0128,01,012815010
Pasaleng,012815,0128,01,012815011
"Poblacion 1",012815,0128,01,012815012
"Poblacion 2",012815,0128,01,012815013
Saguigui,012815,0128,01,012815014
Saud,012815,0128,01,012815015
Subec,012815,0128,01,012815016
Tarrag,012815,0128,01,012815017
Caparispisan,012815,0128,01,012815018
Bacsil,012816,0128,01,012816001
Cabagoan,012816,0128,01,012816002
Cabangaran,012816,0128,01,012816003
Callaguip,012816,0128,01,012816004
Cayubog,012816,0128,01,012816005
Dolores,012816,0128,01,012816006
Laoa,012816,0128,01,012816007
Masintoc,012816,0128,01,012816008
Monte,012816,0128,01,012816009
Mumulaan,012816,0128,01,012816010
Nagbacalan,012816,0128,01,012816011
Nalasin,012816,0128,01,012816012
Nanguyudan,012816,0128,01,012816013
Oaig-Upay-Abulao,012816,0128,01,012816014
Pambaran,012816,0128,01,012816015
"Pannaratan (Pob.)",012816,0128,01,012816016
Paratong,012816,0128,01,012816017
Pasil,012816,0128,01,012816018
"Salbang (Pob.)",012816,0128,01,012816019
"San Agustin",012816,0128,01,012816020
"San Blas (Pob.)",012816,0128,01,012816021
"San Juan",012816,0128,01,012816022
"San Pedro",012816,0128,01,012816025
"San Roque (Pob.)",012816,0128,01,012816028
"Sangladan Pob. (Nalbuan)",012816,0128,01,012816029
"Santa Rita (Pob.)",012816,0128,01,012816030
Sideg,012816,0128,01,012816031
Suba,012816,0128,01,012816032
Sungadan,012816,0128,01,012816033
Surgui,012816,0128,01,012816034
Veronica,012816,0128,01,012816035
Batuli,012817,0128,01,012817001
Binsang,012817,0128,01,012817002
"Nalvo (Cababaan-Nalvo)",012817,0128,01,012817003
Caruan,012817,0128,01,012817004
Carusikis,012817,0128,01,012817005
Carusipan,012817,0128,01,012817006
Dadaeman,012817,0128,01,012817007
Darupidip,012817,0128,01,012817008
Davila,012817,0128,01,012817009
Dilanis,012817,0128,01,012817010
Dilavo,012817,0128,01,012817011
Estancia,012817,0128,01,012817012
Naglicuan,012817,0128,01,012817014
Nagsanga,012817,0128,01,012817015
Ngabangab,012817,0128,01,012817016
Pangil,012817,0128,01,012817017
"Poblacion 1",012817,0128,01,012817018
"Poblacion 2",012817,0128,01,012817019
"Poblacion 3",012817,0128,01,012817020
"Poblacion 4",012817,0128,01,012817021
"Pragata (Pragata-Bungro)",012817,0128,01,012817022
Puyupuyan,012817,0128,01,012817023
Sulongan,012817,0128,01,012817024
Salpad,012817,0128,01,012817025
"San Juan",012817,0128,01,012817026
"Santa Catalina",012817,0128,01,012817027
"Santa Matilde",012817,0128,01,012817028
Sapat,012817,0128,01,012817029
Sulbec,012817,0128,01,012817030
Surong,012817,0128,01,012817031
Susugaen,012817,0128,01,012817032
Tabungao,012817,0128,01,012817033
Tadao,012817,0128,01,012817034
Ab-abut,012818,0128,01,012818001
Abucay,012818,0128,01,012818002
"Anao (Pob.)",012818,0128,01,012818003
Arua-ay,012818,0128,01,012818004
Bimmanga,012818,0128,01,012818005
Boyboy,012818,0128,01,012818006
"Cabaroan (Pob.)",012818,0128,01,012818007
Calambeg,012818,0128,01,012818008
Callusa,012818,0128,01,012818009
Dupitac,012818,0128,01,012818010
Estancia,012818,0128,01,012818011
Gayamat,012818,0128,01,012818012
Lagandit,012818,0128,01,012818013
Libnaoan,012818,0128,01,012818014
"Loing (Pob.)",012818,0128,01,012818015
Maab-abaca,012818,0128,01,012818016
Mangitayag,012818,0128,01,012818017
Maruaya,012818,0128,01,012818018
"San Antonio",012818,0128,01,012818019
"Santa Maria",012818,0128,01,012818020
Sucsuquen,012818,0128,01,012818021
Tangaoan,012818,0128,01,012818022
Tonoton,012818,0128,01,012818023
Aglipay,012819,0128,01,012819001
Apatut-Lubong,012819,0128,01,012819002
Badio,012819,0128,01,012819003
Barbar,012819,0128,01,012819004
Buanga,012819,0128,01,012819005
Bulbulala,012819,0128,01,012819006
Bungro,012819,0128,01,012819007
Cabaroan,012819,0128,01,012819008
Capangdanan,012819,0128,01,012819009
Dalayap,012819,0128,01,012819010
Darat,012819,0128,01,012819011
Gulpeng,012819,0128,01,012819012
Liliputen,012819,0128,01,012819013
Lumbaan-Bicbica,012819,0128,01,012819014
Nagtrigoan,012819,0128,01,012819015
"Pagdilao (Pob.)",012819,0128,01,012819016
Pugaoan,012819,0128,01,012819017
Puritac,012819,0128,01,012819018
Sacritan,012819,0128,01,012819019
Salanap,012819,0128,01,012819020
"Santo Tomas",012819,0128,01,012819021
Tartarabang,012819,0128,01,012819022
Puzol,012819,0128,01,012819023
Upon,012819,0128,01,012819024
"Valbuena (Pob.)",012819,0128,01,012819025
"San Francisco (Pob.)",012820,0128,01,012820001
"San Ildefonso (Pob.)",012820,0128,01,012820002
"San Agustin",012820,0128,01,012820003
"San Baltazar (Pob.)",012820,0128,01,012820004
"San Bartolome (Pob.)",012820,0128,01,012820005
"San Cayetano (Pob.)",012820,0128,01,012820006
"San Eugenio (Pob.)",012820,0128,01,012820007
"San Fernando (Pob.)",012820,0128,01,012820008
"San Gregorio (Pob.)",012820,0128,01,012820009
"San Guillermo",012820,0128,01,012820010
"San Jose (Pob.)",012820,0128,01,012820011
"San Juan Bautista (Pob.)",012820,0128,01,012820012
"San Lorenzo",012820,0128,01,012820013
"San Lucas (Pob.)",012820,0128,01,012820014
"San Marcos (Payas)",012820,0128,01,012820015
"San Miguel (Pob.)",012820,0128,01,012820016
"San Pablo",012820,0128,01,012820017
"San Paulo (Pob.)",012820,0128,01,012820018
"San Pedro (Bingao)",012820,0128,01,012820019
"San Rufino (Pob.)",012820,0128,01,012820020
"San Silvestre (Pob.)",012820,0128,01,012820021
"Santa Asuncion (Samac)",012820,0128,01,012820022
"Santa Cecilia (Barabar)",012820,0128,01,012820023
"Santa Monica (Nagrebcan)",012820,0128,01,012820024
"San Agustin (Pob.)",012821,0128,01,012821001
"San Andres",012821,0128,01,012821002
"San Antonio",012821,0128,01,012821003
"San Bernabe",012821,0128,01,012821004
"San Cristobal",012821,0128,01,012821005
"San Felipe",012821,0128,01,012821006
"San Francisco (Pob.)",012821,0128,01,012821007
"San Isidro",012821,0128,01,012821008
"San Joaquin (Pob.)",012821,0128,01,012821009
"San Jose",012821,0128,01,012821010
"San Juan",012821,0128,01,012821011
"San Leandro (Pob.)",012821,0128,01,012821012
"San Lorenzo",012821,0128,01,012821014
"San Manuel",012821,0128,01,012821015
"San Marcos",012821,0128,01,012821016
"San Nicolas",012821,0128,01,012821017
"San Pedro",012821,0128,01,012821018
"San Roque",012821,0128,01,012821019
"San Vicente (Pob.)",012821,0128,01,012821020
"Santa Barbara (Pob.)",012821,0128,01,012821021
"Santa Magdalena",012821,0128,01,012821022
"Santa Rosa",012821,0128,01,012821023
"Santo Santiago",012821,0128,01,012821024
"Santo Tomas",012821,0128,01,012821025
Aguitap,012822,0128,01,012822001
Bagbag,012822,0128,01,012822002
Bagbago,012822,0128,01,012822003
Barcelona,012822,0128,01,012822004
Bubuos,012822,0128,01,012822005
Capurictan,012822,0128,01,012822006
Catangraran,012822,0128,01,012822007
Darasdas,012822,0128,01,012822008
"Juan (Pob.)",012822,0128,01,012822009
"Laureta (Pob.)",012822,0128,01,012822010
Lipay,012822,0128,01,012822011
Maananteng,012822,0128,01,012822012
Manalpac,012822,0128,01,012822013
Mariquet,012822,0128,01,012822014
Nagpatpatan,012822,0128,01,012822015
Nalasin,012822,0128,01,012822016
Puttao,012822,0128,01,012822017
"San Juan",012822,0128,01,012822018
"San Julian",012822,0128,01,012822019
"Santa Ana",012822,0128,01,012822020
Santiago,012822,0128,01,012822021
Talugtog,012822,0128,01,012822022
Abkir,012823,0128,01,012823001
Alsem,012823,0128,01,012823003
Bago,012823,0128,01,012823005
Bulbulala,012823,0128,01,012823010
Cabangaran,012823,0128,01,012823011
Cabayo,012823,0128,01,012823012
Cabisocolan,012823,0128,01,012823013
Canaam,012823,0128,01,012823014
Columbia,012823,0128,01,012823015
Dagupan,012823,0128,01,012823016
"Pedro F. Alviar (Diaton)",012823,0128,01,012823017
Dipilat,012823,0128,01,012823019
Esperanza,012823,0128,01,012823022
Ester,012823,0128,01,012823023
"Isic Isic",012823,0128,01,012823024
Lubnac,012823,0128,01,012823027
Mabanbanag,012823,0128,01,012823028
"Alejo Malasig",012823,0128,01,012823030
Manarang,012823,0128,01,012823031
Margaay,012823,0128,01,012823033
Namoroc,012823,0128,01,012823035
"Malampa (Peninaan-Malampa)",012823,0128,01,012823038
Parparoroc,012823,0128,01,012823039
Parut,012823,0128,01,012823040
Salsalamagui,012823,0128,01,012823047
"San Jose (Lipay)",012823,0128,01,012823049
"San Nicolas (Pob.)",012823,0128,01,012823050
"San Pedro (Pob.)",012823,0128,01,012823051
"San Ramon (Pob.)",012823,0128,01,012823052
"San Roque (Pob.)",012823,0128,01,012823053
"Santa Maria (Pob.)",012823,0128,01,012823054
Tamdagan,012823,0128,01,012823056
Visaya,012823,0128,01,012823058
"Alilem Daya (Pob.)",012901,0129,01,012901001
Amilongan,012901,0129,01,012901002
Anaao,012901,0129,01,012901003
Apang,012901,0129,01,012901004
Apaya,012901,0129,01,012901005
Batbato,012901,0129,01,012901006
Daddaay,012901,0129,01,012901010
Dalawa,012901,0129,01,012901011
Kiat,012901,0129,01,012901013
Bagbagotot,012902,0129,01,012902001
Banbanaal,012902,0129,01,012902002
Bisangol,012902,0129,01,012902004
Cadanglaan,012902,0129,01,012902005
"Casilagan Norte",012902,0129,01,012902006
"Casilagan Sur",012902,0129,01,012902007
Elefante,012902,0129,01,012902008
Guardia,012902,0129,01,012902009
Lintic,012902,0129,01,012902010
Lopez,012902,0129,01,012902011
Montero,012902,0129,01,012902012
Naguimba,012902,0129,01,012902013
Pila,012902,0129,01,012902014
Poblacion,012902,0129,01,012902015
Aggay,012903,0129,01,012903001
An-annam,012903,0129,01,012903002
Balaleng,012903,0129,01,012903003
Banaoang,012903,0129,01,012903004
Bulag,012903,0129,01,012903005
Buquig,012903,0129,01,012903006
Cabalanggan,012903,0129,01,012903007
Cabaroan,012903,0129,01,012903008
Cabusligan,012903,0129,01,012903009
Capangdanan,012903,0129,01,012903010
Guimod,012903,0129,01,012903011
Lingsat,012903,0129,01,012903012
Malingeb,012903,0129,01,012903013
Mira,012903,0129,01,012903014
Naguiddayan,012903,0129,01,012903015
Ora,012903,0129,01,012903016
Paing,012903,0129,01,012903017
Puspus,012903,0129,01,012903018
Quimmarayan,012903,0129,01,012903019
Sagneb,012903,0129,01,012903020
Sagpat,012903,0129,01,012903021
"San Mariano (Sallacong)",012903,0129,01,012903022
"San Isidro",012903,0129,01,012903023
"San Julian",012903,0129,01,012903024
Sinabaan,012903,0129,01,012903026
Taguiporo,012903,0129,01,012903027
Taleb,012903,0129,01,012903028
Tay-ac,012903,0129,01,012903029
"Barangay 1 (Pob.)",012903,0129,01,012903030
"Barangay 2 (Pob.)",012903,0129,01,012903031
"Barangay 3 (Pob.)",012903,0129,01,012903032
"Barangay 4 (Pob.)",012903,0129,01,012903033
"Barangay 5 (Pob.)",012903,0129,01,012903034
"Barangay 6 (Pob.)",012903,0129,01,012903035
Ambugat,012904,0129,01,012904001
Balugang,012904,0129,01,012904002
Bangbangar,012904,0129,01,012904003
Bessang,012904,0129,01,012904005
Cabcaburao,012904,0129,01,012904006
Cadacad,012904,0129,01,012904007
Callitong,012904,0129,01,012904008
Dayanki,012904,0129,01,012904009
Lesseb,012904,0129,01,012904010
Lubing,012904,0129,01,012904011
Lucaban,012904,0129,01,012904012
Luna,012904,0129,01,012904013
Macaoayan,012904,0129,01,012904014
Mambug,012904,0129,01,012904015
Manaboc,012904,0129,01,012904016
Mapanit,012904,0129,01,012904017
"Poblacion Sur (Masingit)",012904,0129,01,012904018
Nagpanaoan,012904,0129,01,012904019
"Dirdirig (Dirdirig-Paday)",012904,0129,01,012904020
Paduros,012904,0129,01,012904022
Patac,012904,0129,01,012904023
"Poblacion Norte (Bato)",012904,0129,01,012904024
"Sabangan Pinggan",012904,0129,01,012904026
"Subadi Norte",012904,0129,01,012904027
"Subadi Sur",012904,0129,01,012904028
Taliao,012904,0129,01,012904029
Alinaay,012905,0129,01,012905001
Aragan,012905,0129,01,012905002
Arnap,012905,0129,01,012905003
"Baclig (Pob.)",012905,0129,01,012905004
Bato,012905,0129,01,012905005
