name,code,province_code,region_code,psgc
"SAN MIGUEL",083743,0837,08,083743000
"SANTA FE",083744,0837,08,083744000
TABANGO,083745,0837,08,083745000
TABONTABON,083746,0837,08,083746000
"TACLOBAN CITY (Capital)",083747,0837,08,083747000
TANAUAN,083748,0837,08,083748000
TOLOSA,083749,0837,08,083749000
TUNGA,083750,0837,08,083750000
VILLABA,083751,0837,08,083751000
ALLEN,084801,0848,08,084801000
BIRI,084802,0848,08,084802000
BOBON,084803,0848,08,084803000
CAPUL,084804,0848,08,084804000
"CATARMAN (Capital)",084805,0848,08,084805000
CATUBIG,084806,0848,08,084806000
GAMAY,084807,0848,08,084807000
LAOANG,084808,0848,08,084808000
LAPINIG,084809,0848,08,084809000
"LAS NAVAS",084810,0848,08,084810000
LAVEZARES,084811,0848,08,084811000
MAPANAS,084812,0848,08,084812000
MONDRAGON,084813,0848,08,084813000
PALAPAG,084814,0848,08,084814000
PAMBUJAN,084815,0848,08,084815000
ROSARIO,084816,0848,08,084816000
"SAN ANTONIO",084817,0848,08,084817000
"SAN ISIDRO",084818,0848,08,084818000
"SAN JOSE",084819,0848,08,084819000
"SAN ROQUE",084820,0848,08,084820000
"SAN VICENTE",084821,0848,08,084821000
"SILVINO LOBOS",084822,0848,08,084822000
VICTORIA,084823,0848,08,084823000
"LOPE DE VEGA",084824,0848,08,084824000
ALMAGRO,086001,0860,08,086001000
BASEY,086002,0860,08,086002000
"CALBAYOG CITY",086003,0860,08,086003000
CALBIGA,086004,0860,08,086004000
"CITY OF CATBALOGAN (Capital)",086005,0860,08,086005000
DARAM,086006,0860,08,086006000
GANDARA,086007,0860,08,086007000
HINABANGAN,086008,0860,08,086008000
JIABONG,086009,0860,08,086009000
MARABUT,086010,0860,08,086010000
MATUGUINAO,086011,0860,08,086011000
MOTIONG,086012,0860,08,086012000
PINABACDAO,086013,0860,08,086013000
"SAN JOSE DE BUAN",086014,0860,08,086014000
"SAN SEBASTIAN",086015,0860,08,086015000
"SANTA MARGARITA",086016,0860,08,086016000
"SANTA RITA",086017,0860,08,086017000
"SANTO NIÑO",086018,0860,08,086018000
TALALORA,086019,0860,08,086019000
TARANGNAN,086020,0860,08,086020000
VILLAREAL,086021,0860,08,086021000
"PARANAS (WRIGHT)",086022,0860,08,086022000
ZUMARRAGA,086023,0860,08,086023000
TAGAPUL-AN,086024,0860,08,086024000
"SAN JORGE",086025,0860,08,086025000
PAGSANGHAN,086026,0860,08,086026000
ANAHAWAN,086401,0864,08,086401000
BONTOC,086402,0864,08,086402000
HINUNANGAN,086403,0864,08,086403000
HINUNDAYAN,086404,0864,08,086404000
LIBAGON,086405,0864,08,086405000
LILOAN,086406,0864,08,086406000
"CITY OF MAASIN (Capital)",086407,0864,08,086407000
MACROHON,086408,0864,08,086408000
MALITBOG,086409,0864,08,086409000
"PADRE BURGOS",086410,0864,08,086410000
PINTUYAN,086411,0864,08,086411000
"SAINT BERNARD",086412,0864,08,086412000
"SAN FRANCISCO",086413,0864,08,086413000
"SAN JUAN (CABALIAN)",086414,0864,08,086414000
"SAN RICARDO",086415,0864,08,086415000
SILAGO,086416,0864,08,086416000
SOGOD,086417,0864,08,086417000
"TOMAS OPPUS",086418,0864,08,086418000
LIMASAWA,086419,0864,08,086419000
ALMERIA,087801,0878,08,087801000
BILIRAN,087802,0878,08,087802000
CABUCGAYAN,087803,0878,08,087803000
CAIBIRAN,087804,0878,08,087804000
CULABA,087805,0878,08,087805000
KAWAYAN,087806,0878,08,087806000
MARIPIPI,087807,0878,08,087807000
"NAVAL (Capital)",087808,0878,08,087808000
"DAPITAN CITY",097201,0972,09,097201000
"DIPOLOG CITY (Capital)",097202,0972,09,097202000
KATIPUNAN,097203,0972,09,097203000
"LA LIBERTAD",097204,0972,09,097204000
LABASON,097205,0972,09,097205000
LILOY,097206,0972,09,097206000
MANUKAN,097207,0972,09,097207000
MUTIA,097208,0972,09,097208000
"PIÑAN (NEW PIÑAN)",097209,0972,09,097209000
POLANCO,097210,0972,09,097210000
"PRES. MANUEL A. ROXAS",097211,0972,09,097211000
RIZAL,097212,0972,09,097212000
SALUG,097213,0972,09,097213000
"SERGIO OSMEÑA SR.",097214,0972,09,097214000
SIAYAN,097215,0972,09,097215000
SIBUCO,097216,0972,09,097216000
SIBUTAD,097217,0972,09,097217000
SINDANGAN,097218,0972,09,097218000
SIOCON,097219,0972,09,097219000
SIRAWAI,097220,0972,09,097220000
TAMPILISAN,097221,0972,09,097221000
"JOSE DALMAN (PONOT)",097222,0972,09,097222000
GUTALAC,097223,0972,09,097223000
BALIGUIAN,097224,0972,09,097224000
GODOD,097225,0972,09,097225000
"BACUNGAN (Leon T. Postigo)",097226,0972,09,097226000
KALAWIT,097227,0972,09,097227000
AURORA,097302,0973,09,097302000
BAYOG,097303,0973,09,097303000
DIMATALING,097305,0973,09,097305000
DINAS,097306,0973,09,097306000
DUMALINAO,097307,0973,09,097307000
DUMINGAG,097308,0973,09,097308000
KUMALARANG,097311,0973,09,097311000
LABANGAN,097312,0973,09,097312000
LAPUYAN,097313,0973,09,097313000
MAHAYAG,097315,0973,09,097315000
MARGOSATUBIG,097317,0973,09,097317000
MIDSALIP,097318,0973,09,097318000
MOLAVE,097319,0973,09,097319000
"PAGADIAN CITY (Capital)",097322,0973,09,097322000
"RAMON MAGSAYSAY (LIARGO)",097323,0973,09,097323000
"SAN MIGUEL",097324,0973,09,097324000
"SAN PABLO",097325,0973,09,097325000
TABINA,097327,0973,09,097327000
TAMBULIG,097328,0973,09,097328000
TUKURAN,097330,0973,09,097330000
"ZAMBOANGA CITY",097332,0973,09,097332000
LAKEWOOD,097333,0973,09,097333000
JOSEFINA,097337,0973,09,097337000
PITOGO,097338,0973,09,097338000
"SOMINOT (DON MARIANO MARCOS)",097340,0973,09,097340000
"VINCENZO A. SAGUN",097341,0973,09,097341000
GUIPOS,097343,0973,09,097343000
TIGBAO,097344,0973,09,097344000
ALICIA,098301,0983,09,098301000
BUUG,098302,0983,09,098302000
DIPLAHAN,098303,0983,09,098303000
IMELDA,098304,0983,09,098304000
"IPIL (Capital)",098305,0983,09,098305000
KABASALAN,098306,0983,09,098306000
MABUHAY,098307,0983,09,098307000
MALANGAS,098308,0983,09,098308000
NAGA,098309,0983,09,098309000
OLUTANGA,098310,0983,09,098310000
PAYAO,098311,0983,09,098311000
"ROSELLER LIM",098312,0983,09,098312000
SIAY,098313,0983,09,098313000
TALUSAN,098314,0983,09,098314000
TITAY,098315,0983,09,098315000
TUNGAWAN,098316,0983,09,098316000
"CITY OF ISABELA",099701,0997,09,099701000
BAUNGON,101301,1013,10,101301000
DAMULOG,101302,1013,10,101302000
DANGCAGAN,101303,1013,10,101303000
"DON CARLOS",101304,1013,10,101304000
IMPASUG-ONG,101305,1013,10,101305000
KADINGILAN,101306,1013,10,101306000
KALILANGAN,101307,1013,10,101307000
KIBAWE,101308,1013,10,101308000
KITAOTAO,101309,1013,10,101309000
LANTAPAN,101310,1013,10,101310000
LIBONA,101311,1013,10,101311000
"CITY OF MALAYBALAY (Capital)",101312,1013,10,101312000
MALITBOG,101313,1013,10,101313000
"MANOLO FORTICH",101314,1013,10,101314000
MARAMAG,101315,1013,10,101315000
PANGANTUCAN,101316,1013,10,101316000
QUEZON,101317,1013,10,101317000
"SAN FERNANDO",101318,1013,10,101318000
SUMILAO,101319,1013,10,101319000
TALAKAG,101320,1013,10,101320000
"CITY OF VALENCIA",101321,1013,10,101321000
CABANGLASAN,101322,1013,10,101322000
CATARMAN,101801,1018,10,101801000
GUINSILIBAN,101802,1018,10,101802000
MAHINOG,101803,1018,10,101803000
"MAMBAJAO (Capital)",101804,1018,10,101804000
SAGAY,101805,1018,10,101805000
BACOLOD,103501,1035,10,103501000
BALOI,103502,1035,10,103502000
BAROY,103503,1035,10,103503000
"ILIGAN CITY",103504,1035,10,103504000
KAPATAGAN,103505,1035,10,103505000
"SULTAN NAGA DIMAPORO (KAROMATAN)",103506,1035,10,103506000
KAUSWAGAN,103507,1035,10,103507000
KOLAMBUGAN,103508,1035,10,103508000
LALA,103509,1035,10,103509000
LINAMON,103510,1035,10,103510000
MAGSAYSAY,103511,1035,10,103511000
MAIGO,103512,1035,10,103512000
MATUNGAO,103513,1035,10,103513000
MUNAI,103514,1035,10,103514000
NUNUNGAN,103515,1035,10,103515000
"PANTAO RAGAT",103516,1035,10,103516000
"POONA PIAGAPO",103517,1035,10,103517000
SALVADOR,103518,1035,10,103518000
SAPAD,103519,1035,10,103519000
TAGOLOAN,103520,1035,10,103520000
TANGCAL,103521,1035,10,103521000
"TUBOD (Capital)",103522,1035,10,103522000
PANTAR,103523,1035,10,103523000
ALORAN,104201,1042,10,104201000
BALIANGAO,104202,1042,10,104202000
BONIFACIO,104203,1042,10,104203000
CALAMBA,104204,1042,10,104204000
CLARIN,104205,1042,10,104205000
CONCEPCION,104206,1042,10,104206000
JIMENEZ,104207,1042,10,104207000
"LOPEZ JAENA",104208,1042,10,104208000
"OROQUIETA CITY (Capital)",104209,1042,10,104209000
"OZAMIS CITY",104210,1042,10,104210000
PANAON,104211,1042,10,104211000
PLARIDEL,104212,1042,10,104212000
"SAPANG DALAGA",104213,1042,10,104213000
SINACABAN,104214,1042,10,104214000
"TANGUB CITY",104215,1042,10,104215000
TUDELA,104216,1042,10,104216000
"DON VICTORIANO CHIONGBIAN  (DON MARIANO MARCOS)",104217,1042,10,104217000
ALUBIJID,104301,1043,10,104301000
BALINGASAG,104302,1043,10,104302000
BALINGOAN,104303,1043,10,104303000
BINUANGAN,104304,1043,10,104304000
"CAGAYAN DE ORO CITY (Capital)",104305,1043,10,104305000
CLAVERIA,104306,1043,10,104306000
"CITY OF EL SALVADOR",104307,1043,10,104307000
"GINGOOG CITY",104308,1043,10,104308000
GITAGUM,104309,1043,10,104309000
INITAO,104310,1043,10,104310000
JASAAN,104311,1043,10,104311000
KINOGUITAN,104312,1043,10,104312000
LAGONGLONG,104313,1043,10,104313000
LAGUINDINGAN,104314,1043,10,104314000
LIBERTAD,104315,1043,10,104315000
LUGAIT,104316,1043,10,104316000
"MAGSAYSAY (LINUGOS)",104317,1043,10,104317000
MANTICAO,104318,1043,10,104318000
MEDINA,104319,1043,10,104319000
NAAWAN,104320,1043,10,104320000
OPOL,104321,1043,10,104321000
SALAY,104322,1043,10,104322000
SUGBONGCOGON,104323,1043,10,104323000
TAGOLOAN,104324,1043,10,104324000
TALISAYAN,104325,1043,10,104325000
VILLANUEVA,104326,1043,10,104326000
"ASUNCION (SAUG)",112301,1123,11,112301000
CARMEN,112303,1123,11,112303000
KAPALONG,112305,1123,11,112305000
"NEW CORELLA",112314,1123,11,112314000
"CITY OF PANABO",112315,1123,11,112315000
"ISLAND GARDEN CITY OF SAMAL",112317,1123,11,112317000
"SANTO TOMAS",112318,1123,11,112318000
"CITY OF TAGUM (Capital)",112319,1123,11,112319000
TALAINGOD,112322,1123,11,112322000
"BRAULIO E. DUJALI",112323,1123,11,112323000
"SAN ISIDRO",112324,1123,11,112324000
BANSALAN,112401,1124,11,112401000
"DAVAO CITY",112402,1124,11,112402000
"CITY OF DIGOS (Capital)",112403,1124,11,112403000
HAGONOY,112404,1124,11,112404000
KIBLAWAN,112406,1124,11,112406000
MAGSAYSAY,112407,1124,11,112407000
MALALAG,112408,1124,11,112408000
MATANAO,112410,1124,11,112410000
PADADA,112411,1124,11,112411000
"SANTA CRUZ",112412,1124,11,112412000
SULOP,112414,1124,11,112414000
BAGANGA,112501,1125,11,112501000
BANAYBANAY,112502,1125,11,112502000
BOSTON,112503,1125,11,112503000
CARAGA,112504,1125,11,112504000
CATEEL,112505,1125,11,112505000
"GOVERNOR GENEROSO",112506,1125,11,112506000
LUPON,112507,1125,11,112507000
MANAY,112508,1125,11,112508000
"CITY OF MATI (Capital)",112509,1125,11,112509000
"SAN ISIDRO",112510,1125,11,112510000
TARRAGONA,112511,1125,11,112511000
COMPOSTELA,118201,1182,11,118201000
"LAAK (SAN VICENTE)",118202,1182,11,118202000
"MABINI (DOÑA ALICIA)",118203,1182,11,118203000
MACO,118204,1182,11,118204000
"MARAGUSAN (SAN MARIANO)",118205,1182,11,118205000
MAWAB,118206,1182,11,118206000
MONKAYO,118207,1182,11,118207000
MONTEVISTA,118208,1182,11,118208000
"NABUNTURAN (Capital)",118209,1182,11,118209000
"NEW BATAAN",118210,1182,11,118210000
PANTUKAN,118211,1182,11,118211000
"DON MARCELINO",118601,1186,11,118601000
"JOSE ABAD SANTOS (TRINIDAD)",118602,1186,11,118602000
MALITA,118603,1186,11,118603000
"SANTA MARIA",118604,1186,11,118604000
SARANGANI,118605,1186,11,118605000
ALAMADA,124701,1247,12,124701000
CARMEN,124702,1247,12,124702000
KABACAN,124703,1247,12,124703000
"CITY OF KIDAPAWAN (Capital)",124704,1247,12,124704000
LIBUNGAN,124705,1247,12,124705000
MAGPET,124706,1247,12,124706000
MAKILALA,124707,1247,12,124707000
MATALAM,124708,1247,12,124708000
MIDSAYAP,124709,1247,12,124709000
M'LANG,124710,1247,12,124710000
PIGKAWAYAN,124711,1247,12,124711000
PIKIT,124712,1247,12,124712000
"PRESIDENT ROXAS",124713,1247,12,124713000
TULUNAN,124714,1247,12,124714000
ANTIPAS,124715,1247,12,124715000
BANISILAN,124716,1247,12,124716000
ALEOSAN,124717,1247,12,124717000
ARAKAN,124718,1247,12,124718000
BANGA,126302,1263,12,126302000
"GENERAL SANTOS CITY (DADIANGAS)",126303,1263,12,126303000
"CITY OF KORONADAL (Capital)",126306,1263,12,126306000
NORALA,126311,1263,12,126311000
POLOMOLOK,126312,1263,12,126312000
SURALLAH,126313,1263,12,126313000
TAMPAKAN,126314,1263,12,126314000
TANTANGAN,126315,1263,12,126315000
T'BOLI,126316,1263,12,126316000
TUPI,126317,1263,12,126317000
"SANTO NIÑO",126318,1263,12,126318000
"LAKE SEBU",126319,1263,12,126319000
BAGUMBAYAN,126501,1265,12,126501000
COLUMBIO,126502,1265,12,126502000
ESPERANZA,126503,1265,12,126503000
"ISULAN (Capital)",126504,1265,12,126504000
KALAMANSIG,126505,1265,12,126505000
LEBAK,126506,1265,12,126506000
LUTAYAN,126507,1265,12,126507000
"LAMBAYONG (MARIANO MARCOS)",126508,1265,12,126508000
PALIMBANG,126509,1265,12,126509000
"PRESIDENT QUIRINO",126510,1265,12,126510000
"CITY OF TACURONG",126511,1265,12,126511000
"SEN. NINOY AQUINO",126512,1265,12,126512000
"ALABEL (Capital)",128001,1280,12,128001000
GLAN,128002,1280,12,128002000
KIAMBA,128003,1280,12,128003000
MAASIM,128004,1280,12,128004000
MAITUM,128005,1280,12,128005000
MALAPATAN,128006,1280,12,128006000
MALUNGON,128007,1280,12,128007000
"COTABATO CITY",129804,1298,12,129804000
"TONDO I / II",133901,1339,13,133901000
BINONDO,133902,1339,13,133902000
QUIAPO,133903,1339,13,133903000
"SAN NICOLAS",133904,1339,13,133904000
"SANTA CRUZ",133905,1339,13,133905000
SAMPALOC,133906,1339,13,133906000
"SAN MIGUEL",133907,1339,13,133907000
ERMITA,133908,1339,13,133908000
INTRAMUROS,133909,1339,13,133909000
MALATE,133910,1339,13,133910000
PACO,133911,1339,13,133911000
PANDACAN,133912,1339,13,133912000
"PORT AREA",133913,1339,13,133913000
"SANTA ANA",133914,1339,13,133914000
"CITY OF MANDALUYONG",137401,1374,13,137401000
"CITY OF MARIKINA",137402,1374,13,137402000
"CITY OF PASIG",137403,1374,13,137403000
"QUEZON CITY",137404,1374,13,137404000
"CITY OF SAN JUAN",137405,1374,13,137405000
"CALOOCAN CITY",137501,1375,13,137501000
"CITY OF MALABON",137502,1375,13,137502000
"CITY OF NAVOTAS",137503,1375,13,137503000
"CITY OF VALENZUELA",137504,1375,13,137504000
"CITY OF LAS PIÑAS",137601,1376,13,137601000
"CITY OF MAKATI",137602,1376,13,137602000
"CITY OF MUNTINLUPA",137603,1376,13,137603000
"CITY OF PARAÑAQUE",137604,1376,13,137604000
"PASAY CITY",137605,1376,13,137605000
PATEROS,137606,1376,13,137606000
"TAGUIG CITY",137607,1376,13,137607000
"BANGUED (Capital)",140101,1401,14,140101000
BOLINEY,140102,1401,14,140102000
BUCAY,140103,1401,14,140103000
BUCLOC,140104,1401,14,140104000
DAGUIOMAN,140105,1401,14,140105000
DANGLAS,140106,1401,14,140106000
DOLORES,140107,1401,14,140107000
"LA PAZ",140108,1401,14,140108000
LACUB,140109,1401,14,140109000
LAGANGILANG,140110,1401,14,140110000
LAGAYAN,140111,1401,14,140111000
LANGIDEN,140112,1401,14,140112000
"LICUAN-BAAY (LICUAN)",140113,1401,14,140113000
LUBA,140114,1401,14,140114000
MALIBCONG,140115,1401,14,140115000
MANABO,140116,1401,14,140116000
PEÑARRUBIA,140117,1401,14,140117000
PIDIGAN,140118,1401,14,140118000
PILAR,140119,1401,14,140119000
SALLAPADAN,140120,1401,14,140120000
"SAN ISIDRO",140121,1401,14,140121000
"SAN JUAN",140122,1401,14,140122000
"SAN QUINTIN",140123,1401,14,140123000
TAYUM,140124,1401,14,140124000
TINEG,140125,1401,14,140125000
TUBO,140126,1401,14,140126000
VILLAVICIOSA,140127,1401,14,140127000
ATOK,141101,1411,14,141101000
"BAGUIO CITY",141102,1411,14,141102000
BAKUN,141103,1411,14,141103000
BOKOD,141104,1411,14,141104000
BUGUIAS,141105,1411,14,141105000
ITOGON,141106,1411,14,141106000
KABAYAN,141107,1411,14,141107000
KAPANGAN,141108,1411,14,141108000
KIBUNGAN,141109,1411,14,141109000
"LA TRINIDAD (Capital)",141110,1411,14,141110000
MANKAYAN,141111,1411,14,141111000
SABLAN,141112,1411,14,141112000
TUBA,141113,1411,14,141113000
TUBLAY,141114,1411,14,141114000
BANAUE,142701,1427,14,142701000
HUNGDUAN,142702,1427,14,142702000
KIANGAN,142703,1427,14,142703000
"LAGAWE (Capital)",142704,1427,14,142704000
LAMUT,142705,1427,14,142705000
MAYOYAO,142706,1427,14,142706000
"ALFONSO LISTA (POTIA)",142707,1427,14,142707000
AGUINALDO,142708,1427,14,142708000
HINGYON,142709,1427,14,142709000
TINOC,142710,1427,14,142710000
ASIPULO,142711,1427,14,142711000
BALBALAN,143201,1432,14,143201000
LUBUAGAN,143206,1432,14,143206000
PASIL,143208,1432,14,143208000
PINUKPUK,143209,1432,14,143209000
"RIZAL (LIWAN)",143211,1432,14,143211000
"CITY OF TABUK (Capital)",143213,1432,14,143213000
TANUDAN,143214,1432,14,143214000
TINGLAYAN,143215,1432,14,143215000
BARLIG,144401,1444,14,144401000
BAUKO,144402,1444,14,144402000
BESAO,144403,1444,14,144403000
"BONTOC (Capital)",144404,1444,14,144404000
NATONIN,144405,1444,14,144405000
PARACELIS,144406,1444,14,144406000
SABANGAN,144407,1444,14,144407000
SADANGA,144408,1444,14,144408000
SAGADA,144409,1444,14,144409000
TADIAN,144410,1444,14,144410000
"CALANASAN (BAYAG)",148101,1481,14,148101000
CONNER,148102,1481,14,148102000
FLORA,148103,1481,14,148103000
"KABUGAO (Capital)",148104,1481,14,148104000
LUNA,148105,1481,14,148105000
PUDTOL,148106,1481,14,148106000
"SANTA MARCELA",148107,1481,14,148107000
"CITY OF LAMITAN",150702,1507,15,150702000
LANTAWAN,150703,1507,15,150703000
MALUSO,150704,1507,15,150704000
SUMISIP,150705,1507,15,150705000
TIPO-TIPO,150706,1507,15,150706000
TUBURAN,150707,1507,15,150707000
AKBAR,150708,1507,15,150708000
AL-BARKA,150709,1507,15,150709000
"HADJI MOHAMMAD AJUL",150710,1507,15,150710000
"UNGKAYA PUKAN",150711,1507,15,150711000
"HADJI MUHTAMAD",150712,1507,15,150712000
TABUAN-LASA,150713,1507,15,150713000
"BACOLOD-KALAWI (BACOLOD GRANDE)",153601,1536,15,153601000
BALABAGAN,153602,1536,15,153602000
"BALINDONG (WATU)",153603,1536,15,153603000
BAYANG,153604,1536,15,153604000
BINIDAYAN,153605,1536,15,153605000
BUBONG,153606,1536,15,153606000
BUTIG,153607,1536,15,153607000
GANASSI,153609,1536,15,153609000
KAPAI,153610,1536,15,153610000
"LUMBA-BAYABAO (MAGUING)",153611,1536,15,153611000
LUMBATAN,153612,1536,15,153612000
MADALUM,153613,1536,15,153613000
MADAMBA,153614,1536,15,153614000
MALABANG,153615,1536,15,153615000
MARANTAO,153616,1536,15,153616000
"MARAWI CITY (Capital)",153617,1536,15,153617000
MASIU,153618,1536,15,153618000
MULONDO,153619,1536,15,153619000
"PAGAYAWAN (TATARIKAN)",153620,1536,15,153620000
PIAGAPO,153621,1536,15,153621000
"POONA BAYABAO (GATA)",153622,1536,15,153622000
PUALAS,153623,1536,15,153623000
DITSAAN-RAMAIN,153624,1536,15,153624000
SAGUIARAN,153625,1536,15,153625000
TAMPARAN,153626,1536,15,153626000
TARAKA,153627,1536,15,153627000
TUBARAN,153628,1536,15,153628000
TUGAYA,153629,1536,15,153629000
WAO,153630,1536,15,153630000
MAROGONG,153631,1536,15,153631000
CALANOGAS,153632,1536,15,153632000
BUADIPOSO-BUNTONG,153633,1536,15,153633000
MAGUING,153634,1536,15,153634000
"PICONG (SULTAN GUMANDER)",153635,1536,15,153635000
LUMBAYANAGUE,153636,1536,15,153636000
BUMBARAN,153637,1536,15,153637000
"TAGOLOAN II",153638,1536,15,153638000
KAPATAGAN,153639,1536,15,153639000
"SULTAN DUMALONDONG",153640,1536,15,153640000
LUMBACA-UNAYAN,153641,1536,15,153641000
AMPATUAN,153801,1538,15,153801000
BULDON,153802,1538,15,153802000
BULUAN,153803,1538,15,153803000
"DATU PAGLAS",153805,1538,15,153805000
"DATU PIANG",153806,1538,15,153806000
"DATU ODIN SINSUAT (DINAIG)",153807,1538,15,153807000
"SHARIFF AGUAK (MAGANOY) (Capital)",153808,1538,15,153808000
MATANOG,153809,1538,15,153809000
PAGALUNGAN,153810,1538,15,153810000
PARANG,153811,1538,15,153811000
"SULTAN KUDARAT (NULING)",153812,1538,15,153812000
"SULTAN SA BARONGIS (LAMBAYONG)",153813,1538,15,153813000
"KABUNTALAN (TUMBAO)",153814,1538,15,153814000
UPI,153815,1538,15,153815000
TALAYAN,153816,1538,15,153816000
"SOUTH UPI",153817,1538,15,153817000
BARIRA,153818,1538,15,153818000
"GEN. S. K. PENDATUN",153819,1538,15,153819000
MAMASAPANO,153820,1538,15,153820000
TALITAY,153821,1538,15,153821000
PAGAGAWAN,153822,1538,15,153822000
PAGLAT,153823,1538,15,153823000
"SULTAN MASTURA",153824,1538,15,153824000
GUINDULUNGAN,153825,1538,15,153825000
"DATU SAUDI-AMPATUAN",153826,1538,15,153826000
"DATU UNSAY",153827,1538,15,153827000
"DATU ABDULLAH SANGKI",153828,1538,15,153828000
"RAJAH BUAYAN",153829,1538,15,153829000
"DATU BLAH T. SINSUAT",153830,1538,15,153830000
"DATU ANGGAL MIDTIMBANG",153831,1538,15,153831000
MANGUDADATU,153832,1538,15,153832000
PANDAG,153833,1538,15,153833000
"NORTHERN KABUNTALAN",153834,1538,15,153834000
"DATU HOFFER AMPATUAN",153835,1538,15,153835000
"DATU SALIBO",153836,1538,15,153836000
"SHARIFF SAYDONA MUSTAPHA",153837,1538,15,153837000
INDANAN,156601,1566,15,156601000
"JOLO (Capital)",156602,1566,15,156602000
"KALINGALAN CALUANG",156603,1566,15,156603000
LUUK,156604,1566,15,156604000
MAIMBUNG,156605,1566,15,156605000
"HADJI PANGLIMA TAHIL (MARUNGGAS)",156606,1566,15,156606000
"OLD PANAMAO",156607,1566,15,156607000
PANGUTARAN,156608,1566,15,156608000
PARANG,156609,1566,15,156609000
PATA,156610,1566,15,156610000
PATIKUL,156611,1566,15,156611000
SIASI,156612,1566,15,156612000
TALIPAO,156613,1566,15,156613000
TAPUL,156614,1566,15,156614000
TONGKIL,156615,1566,15,156615000
"PANGLIMA ESTINO (NEW PANAMAO)",156616,1566,15,156616000
LUGUS,156617,1566,15,156617000
PANDAMI,156618,1566,15,156618000
OMAR,156619,1566,15,156619000
"PANGLIMA SUGALA (BALIMBING)",157001,1570,15,157001000
"BONGAO (Capital)",157002,1570,15,157002000
"MAPUN (CAGAYAN DE TAWI-TAWI)",157003,1570,15,157003000
SIMUNUL,157004,1570,15,157004000
SITANGKAI,157005,1570,15,157005000
"SOUTH UBIAN",157006,1570,15,157006000
TANDUBAS,157007,1570,15,157007000
"TURTLE ISLANDS",157008,1570,15,157008000
LANGUYAN,157009,1570,15,157009000
SAPA-SAPA,157010,1570,15,157010000
SIBUTU,157011,1570,15,157011000
BUENAVISTA,160201,1602,16,160201000
"BUTUAN CITY (Capital)",160202,1602,16,160202000
"CITY OF CABADBARAN",160203,1602,16,160203000
CARMEN,160204,1602,16,160204000
JABONGA,160205,1602,16,160205000
KITCHARAO,160206,1602,16,160206000
"LAS NIEVES",160207,1602,16,160207000
MAGALLANES,160208,1602,16,160208000
NASIPIT,160209,1602,16,160209000
SANTIAGO,160210,1602,16,160210000
TUBAY,160211,1602,16,160211000
"REMEDIOS T. ROMUALDEZ",160212,1602,16,160212000
"CITY OF BAYUGAN",160301,1603,16,160301000
BUNAWAN,160302,1603,16,160302000
ESPERANZA,160303,1603,16,160303000
"LA PAZ",160304,1603,16,160304000
LORETO,160305,1603,16,160305000
"PROSPERIDAD (Capital)",160306,1603,16,160306000
ROSARIO,160307,1603,16,160307000
"SAN FRANCISCO",160308,1603,16,160308000
"SAN LUIS",160309,1603,16,160309000
"SANTA JOSEFA",160310,1603,16,160310000
TALACOGON,160311,1603,16,160311000
TRENTO,160312,1603,16,160312000
VERUELA,160313,1603,16,160313000
SIBAGAT,160314,1603,16,160314000
ALEGRIA,166701,1667,16,166701000
BACUAG,166702,1667,16,166702000
BURGOS,166704,1667,16,166704000
CLAVER,166706,1667,16,166706000
DAPA,166707,1667,16,166707000
"DEL CARMEN",166708,1667,16,166708000
"GENERAL LUNA",166710,1667,16,166710000
GIGAQUIT,166711,1667,16,166711000
MAINIT,166714,1667,16,166714000
MALIMONO,166715,1667,16,166715000
PILAR,166716,1667,16,166716000
PLACER,166717,1667,16,166717000
"SAN BENITO",166718,1667,16,166718000
"SAN FRANCISCO (ANAO-AON)",166719,1667,16,166719000
"SAN ISIDRO",166720,1667,16,166720000
"SANTA MONICA (SAPAO)",166721,1667,16,166721000
SISON,166722,1667,16,166722000
SOCORRO,166723,1667,16,166723000
"SURIGAO CITY (Capital)",166724,1667,16,166724000
TAGANA-AN,166725,1667,16,166725000
TUBOD,166727,1667,16,166727000
BAROBO,166801,1668,16,166801000
BAYABAS,166802,1668,16,166802000
"CITY OF BISLIG",166803,1668,16,166803000
CAGWAIT,166804,1668,16,166804000
CANTILAN,166805,1668,16,166805000
CARMEN,166806,1668,16,166806000
CARRASCAL,166807,1668,16,166807000
CORTES,166808,1668,16,166808000
HINATUAN,166809,1668,16,166809000
LANUZA,166810,1668,16,166810000
LIANGA,166811,1668,16,166811000
LINGIG,166812,1668,16,166812000
MADRID,166813,1668,16,166813000
MARIHATAG,166814,1668,16,166814000
"SAN AGUSTIN",166815,1668,16,166815000
"SAN MIGUEL",166816,1668,16,166816000
TAGBINA,166817,1668,16,166817000
TAGO,166818,1668,16,166818000
"CITY OF TANDAG (Capital)",166819,1668,16,166819000
"BASILISA (RIZAL)",168501,1685,16,168501000
CAGDIANAO,168502,1685,16,168502000
DINAGAT,168503,1685,16,168503000
"LIBJO (ALBOR)",168504,1685,16,168504000
LORETO,168505,1685,16,168505000
"SAN JOSE (Capital)",168506,1685,16,168506000
TUBAJON,168507,1685,16,168507000
